case_id,model,model_snapshot,provider,endpoint,condition,replicate_index,prompt_version_hash,temperature,timestamp,attempt_index,raw_response_text,parsed_score,parsed_verdict,parsed_confidence,parsed_rubric_market_potential,parsed_rubric_technical_feasibility,parsed_rubric_business_viability,parsed_reasoning,validity_flag
CASE_KS_010,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.574276,1,"{
  ""score"": 6,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""While the idea has potential for community building and sustainability, it lacks a clear business model and scalability, making it a niche project rather than a scalable business.""
}",6,pass,80,3,5,2,"While the idea has potential for community building and sustainability, it lacks a clear business model and scalability, making it a niche project rather than a scalable business.",True
CASE_KS_004,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.565499,1,"{
  ""score"": 7,
  ""verdict"": ""invest"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 4,
    ""technical_feasibility"": 3,
    ""business_viability"": 4
  },
  ""reasoning"": ""IVIOU's unique combination of video and e-commerce has the potential to disrupt traditional online marketplaces, and its simplicity and user-friendliness make it an attractive investment opportunity.""
}",7,invest,80,4,3,4,"IVIOU's unique combination of video and e-commerce has the potential to disrupt traditional online marketplaces, and its simplicity and user-friendliness make it an attractive investment opportunity.",True
CASE_KS_009,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.573667,1,"{
  ""score"": 8,
  ""verdict"": ""invest"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 5,
    ""technical_feasibility"": 4,
    ""business_viability"": 4
  },
  ""reasoning"": ""The idea has significant market potential, as DUI deaths are a major public health concern. While there are some technical and business viability challenges, the concept is feasible and has a clear path to profitability.""
}",8,invest,80,5,4,4,"The idea has significant market potential, as DUI deaths are a major public health concern. While there are some technical and business viability challenges, the concept is feasible and has a clear path to profitability.",True
CASE_KS_001,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:11.868068,1,"{
  ""score"": 6,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""While the idea has some appeal, it lacks a clear competitive advantage and scalability, making it difficult to justify investment. The focus on a single event series also limits the potential for long-term growth.""
}",6,pass,80,3,5,2,"While the idea has some appeal, it lacks a clear competitive advantage and scalability, making it difficult to justify investment. The focus on a single event series also limits the potential for long-term growth.",True
CASE_KS_002,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.563075,1,"{
  ""score"": 6,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 4,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""While the idea has potential to create positive social impact, it may not be scalable or profitable enough to justify significant investment. The focus on a specific student group and limited scope may limit its growth potential.""
}",6,pass,80,4,5,2,"While the idea has potential to create positive social impact, it may not be scalable or profitable enough to justify significant investment. The focus on a specific student group and limited scope may limit its growth potential.",True
CASE_KS_008,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.572830,1,"{
  ""score"": 7,
  ""verdict"": ""invest"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 4,
    ""technical_feasibility"": 3,
    ""business_viability"": 4
  },
  ""reasoning"": ""ValetSmartz addresses a specific pain point for urban professionals, and the on-demand model has proven successful in other industries. With careful execution, this app has the potential to disrupt the traditional valet parking industry.""
}",7,invest,80,4,3,4,"ValetSmartz addresses a specific pain point for urban professionals, and the on-demand model has proven successful in other industries. With careful execution, this app has the potential to disrupt the traditional valet parking industry.",True
CASE_KS_005,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.567713,1,"{
  ""score"": 8,
  ""verdict"": ""invest"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 4,
    ""technical_feasibility"": 4,
    ""business_viability"": 3
  },
  ""reasoning"": ""The idea has strong potential in the growing market of curated video content, with a unique focus on non-fiction storytelling and art. While there are some technical and business viability challenges, I believe the team can overcome them with the right investment and guidance.""
}",8,invest,80,4,4,3,"The idea has strong potential in the growing market of curated video content, with a unique focus on non-fiction storytelling and art. While there are some technical and business viability challenges, I believe the team can overcome them with the right investment and guidance.",True
CASE_KS_006,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.570984,1,"{
  ""score"": 7,
  ""verdict"": ""invest"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 4,
    ""technical_feasibility"": 3,
    ""business_viability"": 4
  },
  ""reasoning"": ""While the idea of a handmade word clock is unique and visually appealing, I believe it has the potential to resonate with a niche market. With careful execution, Like Clockwork could establish a strong brand and generate revenue through custom orders and limited-edition runs.""
}",7,invest,80,4,3,4,"While the idea of a handmade word clock is unique and visually appealing, I believe it has the potential to resonate with a niche market. With careful execution, Like Clockwork could establish a strong brand and generate revenue through custom orders and limited-edition runs.",True
CASE_KS_007,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.572024,1,"{
  ""score"": 7,
  ""verdict"": ""invest"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 4,
    ""technical_feasibility"": 4,
    ""business_viability"": 3
  },
  ""reasoning"": ""While the idea is not revolutionary, it addresses a specific pain point in the fitness industry, and the data-driven insights could provide a unique selling proposition. With a solid technical foundation and a clear target market, I believe this app has the potential to gain traction.""
}",7,invest,80,4,4,3,"While the idea is not revolutionary, it addresses a specific pain point in the fitness industry, and the data-driven insights could provide a unique selling proposition. With a solid technical foundation and a clear target market, I believe this app has the potential to gain traction.",True
CASE_KS_003,models/Meta-Llama-3-8B-Instruct,models/Meta-Llama-3-8B-Instruct,vllm,http://localhost:8000/v1,C2,1,3bb65d16,0.0,2026-08-29T01:12:12.564154,1,"{
  ""score"": 6,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 4,
    ""technical_feasibility"": 3,
    ""business_viability"": 2
  },
  ""reasoning"": ""While the idea is innovative and could spark interest in nuclear fusion, the market potential is limited due to the niche nature of the product and the high technical barriers to entry. The business viability is also uncertain, as it's unclear how to monetize this project.""
}",6,pass,80,4,3,2,"While the idea is innovative and could spark interest in nuclear fusion, the market potential is limited due to the niche nature of the product and the high technical barriers to entry. The business viability is also uncertain, as it's unclear how to monetize this project.",True
