case_id,model,model_snapshot,provider,endpoint,condition,replicate_index,prompt_version_hash,temperature,timestamp,attempt_index,raw_response_text,parsed_score,parsed_verdict,parsed_confidence,parsed_rubric_market_potential,parsed_rubric_technical_feasibility,parsed_rubric_business_viability,parsed_reasoning,validity_flag
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,1,3bb65d16,0.0,2026-08-27T13:04:19.152136,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and unclear long-term revenue model, though it is technically feasible and has some community appeal.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and unclear long-term revenue model, though it is technically feasible and has some community appeal.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,4,3bb65d16,0.0,2026-08-27T13:04:19.833563,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,3,3bb65d16,0.0,2026-08-27T13:04:19.832411,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,2,3bb65d16,0.0,2026-08-27T13:04:19.831291,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,10,3bb65d16,0.0,2026-08-27T13:04:19.839263,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,6,3bb65d16,0.0,2026-08-27T13:04:19.836747,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,5,3bb65d16,0.0,2026-08-27T13:04:19.834561,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,7,3bb65d16,0.0,2026-08-27T13:04:19.837464,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,8,3bb65d16,0.0,2026-08-27T13:04:19.838144,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
CASE_KS_001,models/phi-4,models/phi-4,vllm,http://localhost:8000/v1,C1,9,3bb65d16,0.0,2026-08-27T13:04:19.838775,1,"```json
{
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 4,
    ""business_viability"": 2
  },
  ""reasoning"": ""The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.""
}
```",4,pass,80,3,4,2,"The idea targets a niche market with limited scalability and revenue potential. While feasible, it lacks a sustainable business model beyond event-based fundraising.",True
