case_id,model,model_snapshot,provider,endpoint,condition,replicate_index,prompt_version_hash,temperature,timestamp,attempt_index,raw_response_text,parsed_score,parsed_verdict,parsed_confidence,parsed_rubric_market_potential,parsed_rubric_technical_feasibility,parsed_rubric_business_viability,parsed_reasoning,validity_flag
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,1,3bb65d16,0.0,2026-08-28T15:32:13.540913,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,4,3bb65d16,0.0,2026-08-28T15:32:14.355984,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,10,3bb65d16,0.0,2026-08-28T15:32:15.341034,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,5,3bb65d16,0.0,2026-08-28T15:32:14.363446,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,8,3bb65d16,0.0,2026-08-28T15:32:14.941020,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,2,3bb65d16,0.0,2026-08-28T15:32:14.353118,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,9,3bb65d16,0.0,2026-08-28T15:32:15.141049,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,7,3bb65d16,0.0,2026-08-28T15:32:14.743011,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,6,3bb65d16,0.0,2026-08-28T15:32:14.540993,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
CASE_KS_001,models/Mistral-7B-Instruct-v0.3,models/Mistral-7B-Instruct-v0.3,vllm,http://localhost:8000/v1,C1,3,3bb65d16,0.0,2026-08-28T15:32:14.354758,1," {
  ""score"": 4,
  ""verdict"": ""pass"",
  ""confidence"": 80,
  ""rubric_scores"": {
    ""market_potential"": 3,
    ""technical_feasibility"": 5,
    ""business_viability"": 2
  },
  ""reasoning"": ""Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.""
}",4,pass,80,3,5,2,"Limited market potential as it's a local event, and the business model relies on sponsorships for revenue. While technically feasible, the lack of a scalable or innovative aspect reduces its long-term viability.",True
